vrsta_podatka,sezona,kje,klub,kratica,st_tekem,podatek,povprecje,na_40_min
skoki,2002,v gosteh,Benetton Basket,TRE,12,386,12.0,6.43
skoki,2002,v gosteh,Unicaja,MAL,10,345,10.0,6.81
skoki,2002,v gosteh,Skipper Bologna,FOR,10,343,10.0,6.78
skoki,2002,v gosteh,Virtus Bologna,VIR,10,340,10.0,6.8
skoki,2002,v gosteh,Tau Ceramica,BAS,10,314,10.0,6.28
skoki,2002,v gosteh,FC Barcelona,BAR,10,310,10.0,6.05
skoki,2002,v gosteh,Efes Pilsen,IST,10,307,10.0,6.06
skoki,2002,v gosteh,Ulker,ULK,10,306,10.0,6.04
skoki,2002,v gosteh,Maccabi Elite,TEL,10,299,10.0,5.98
skoki,2002,v gosteh,Union Olimpija,LJU,10,296,10.0,5.92
skoki,2002,v gosteh,Olympiacos,OLY,10,291,10.0,5.82
skoki,2002,v gosteh,Asvel Basket,ASV,10,284,10.0,5.68
skoki,2002,v gosteh,Panathinaikos,PAN,10,274,10.0,5.48
skoki,2002,v gosteh,Cibona VIP,CIB,10,268,10.0,5.36
skoki,2002,v gosteh,Montepaschi Siena,SIE,10,267,10.0,5.34
skoki,2002,v gosteh,Zalgiris,ZAL,7,238,7.0,6.68
skoki,2002,v gosteh,Pau-Orthez,PAU,7,227,7.0,6.49
skoki,2002,v gosteh,Partizan,PAR,7,222,7.0,6.23
skoki,2002,v gosteh,Real Madrid,MAD,7,218,7.0,6.12
skoki,2002,v gosteh,KK Buducnost,BUD,7,212,7.0,6.06
skoki,2002,v gosteh,AEK Athens,AEK,7,206,7.0,5.89
skoki,2002,v gosteh,Alba Berlin,BER,7,199,7.0,5.59
skoki,2002,v gosteh,Idea Slask,WRO,7,191,7.0,5.46
skoki,2003,v gosteh,CSKA Moscow,CSK,12,429,12.0,7.15
skoki,2003,v gosteh,Zalgiris,ZAL,10,365,10.0,7.21
skoki,2003,v gosteh,Skipper Bologna,FOR,12,359,12.0,5.92
skoki,2003,v gosteh,Maccabi Elite,TEL,10,338,10.0,6.68
skoki,2003,v gosteh,Pau-Orthez,PAU,10,330,10.0,6.6
skoki,2003,v gosteh,Montepaschi Siena,SIE,10,322,10.0,6.44
skoki,2003,v gosteh,Tau Ceramica,BAS,10,319,10.0,6.38
skoki,2003,v gosteh,Efes Pilsen,IST,10,317,10.0,6.26
skoki,2003,v gosteh,FC Barcelona,BAR,10,316,10.0,6.32
skoki,2003,v gosteh,Olympiacos,OLY,10,304,10.0,6.08
skoki,2003,v gosteh,Benetton Basket,TRE,10,299,10.0,5.98
skoki,2003,v gosteh,Union Olimpija,LJU,10,297,10.0,5.87
skoki,2003,v gosteh,Cibona VIP,CIB,10,278,10.0,5.49
skoki,2003,v gosteh,Pamesa Valencia,PAM,10,276,10.0,6.13
skoki,2003,v gosteh,Panathinaikos,PAN,10,274,10.0,5.28
skoki,2003,v gosteh,Ulker,ULK,10,273,10.0,5.46
skoki,2003,v gosteh,Partizan,PAR,7,235,7.0,6.6
skoki,2003,v gosteh,Unicaja,MAL,7,233,7.0,6.54
skoki,2003,v gosteh,Asvel Basket,ASV,7,213,7.0,6.09
skoki,2003,v gosteh,AEK Athens,AEK,7,212,7.0,6.06
skoki,2003,v gosteh,Lottomatica Roma,ROM,7,197,7.0,5.53
skoki,2003,v gosteh,Alba Berlin,BER,7,196,7.0,5.5
skoki,2003,v gosteh,Idea Slask,WRO,7,188,7.0,5.37
skoki,2003,v gosteh,KRKA Novo Mesto,MES,7,182,7.0,5.2
skoki,2004,v gosteh,Tau Ceramica,BAS,13,431,13.0,6.57
skoki,2004,v gosteh,CSKA Moscow,CSK,11,389,11.0,6.99
skoki,2004,v gosteh,Panathinaikos,PAN,13,365,13.0,5.51
skoki,2004,v gosteh,Ulker,ULK,11,358,11.0,6.51
skoki,2004,v gosteh,Efes Pilsen,IST,12,355,12.0,5.86
skoki,2004,v gosteh,Maccabi Elite,TEL,11,350,11.0,6.36
skoki,2004,v gosteh,Benetton Basket,TRE,11,344,11.0,6.25
skoki,2004,v gosteh,FC Barcelona,BAR,10,341,10.0,6.82
skoki,2004,v gosteh,Scavolini Pesaro,PES,11,341,11.0,6.06
skoki,2004,v gosteh,Real Madrid,MAD,10,332,10.0,6.48
skoki,2004,v gosteh,Zalgiris,ZAL,10,328,10.0,6.48
skoki,2004,v gosteh,Montepaschi Siena,SIE,10,321,10.0,6.42
skoki,2004,v gosteh,Climamio Bologna,FOR,10,319,10.0,6.3
skoki,2004,v gosteh,AEK Athens,AEK,10,313,10.0,6.26
skoki,2004,v gosteh,Prokom Trefl Sopot,SOP,10,312,10.0,6.24
skoki,2004,v gosteh,Cibona VIP,CIB,10,306,10.0,5.97
skoki,2004,v gosteh,Adecco Estudiantes,EST,7,237,7.0,6.77
skoki,2004,v gosteh,Unicaja,MAL,7,231,7.0,6.6
skoki,2004,v gosteh,Pau-Orthez,PAU,7,226,7.0,6.46
skoki,2004,v gosteh,Olympiacos,OLY,7,224,7.0,6.4
skoki,2004,v gosteh,Asvel Basket,ASV,7,216,7.0,6.17
skoki,2004,v gosteh,Partizan,PAR,7,216,7.0,6.17
skoki,2004,v gosteh,Union Olimpija,LJU,7,215,7.0,6.14
skoki,2004,v gosteh,Opel Skyliners,FRA,7,191,7.0,5.46
skoki,2005,v gosteh,Tau Ceramica,BAS,14,462,14.0,6.54
skoki,2005,v gosteh,CSKA Moscow,CSK,12,413,12.0,6.74
skoki,2005,v gosteh,Olympiacos,OLY,12,403,12.0,6.72
skoki,2005,v gosteh,Maccabi Elite,TEL,12,403,12.0,6.72
skoki,2005,v gosteh,Zalgiris,ZAL,10,399,10.0,7.98
skoki,2005,v gosteh,Lietuvos Rytas,LIE,10,394,10.0,7.78
skoki,2005,v gosteh,Real Madrid,MAD,12,382,12.0,6.37
skoki,2005,v gosteh,Winterthur FC Barcelona,BAR,11,360,11.0,6.55
skoki,2005,v gosteh,Efes Pilsen,IST,11,336,11.0,6.04
skoki,2005,v gosteh,Panathinaikos,PAN,11,325,11.0,5.91
skoki,2005,v gosteh,GHP Bamberg,BAM,10,324,10.0,6.48
skoki,2005,v gosteh,Ulker,ULK,10,312,10.0,6.24
skoki,2005,v gosteh,Unicaja,MAL,10,308,10.0,6.16
skoki,2005,v gosteh,Cibona VIP,CIB,10,305,10.0,6.1
skoki,2005,v gosteh,Climamio Bologna,FOR,10,300,10.0,5.93
skoki,2005,v gosteh,Benetton Basket,TRE,10,278,10.0,5.49
skoki,2005,v gosteh,Strasbourg,STR,7,249,7.0,7.11
skoki,2005,v gosteh,Prokom Trefl Sopot,SOP,7,248,7.0,7.09
skoki,2005,v gosteh,Partizan,PAR,7,241,7.0,6.76
skoki,2005,v gosteh,Pau-Orthez,PAU,7,218,7.0,6.23
skoki,2005,v gosteh,AJ Milano,MIL,7,216,7.0,5.96
skoki,2005,v gosteh,Union Olimpija,LJU,7,209,7.0,5.97
skoki,2005,v gosteh,Montepaschi Siena,SIE,7,207,7.0,5.91
skoki,2005,v gosteh,AEK Athens,AEK,7,191,7.0,5.46
skoki,2006,v gosteh,Maccabi Elite,TEL,12,398,12.0,6.5
skoki,2006,v gosteh,Unicaja,MAL,13,396,13.0,5.92
skoki,2006,v gosteh,Tau Ceramica,BAS,12,388,12.0,6.47
skoki,2006,v gosteh,CSKA Moscow,CSK,12,388,12.0,6.4
skoki,2006,v gosteh,Olympiacos,OLY,11,386,11.0,7.02
skoki,2006,v gosteh,Panathinaikos,PAN,11,371,11.0,6.75
skoki,2006,v gosteh,Partizan,PAR,10,369,10.0,7.38
skoki,2006,v gosteh,Winterthur FC Barcelona,BAR,12,343,12.0,5.66
skoki,2006,v gosteh,Dynamo Moscow,DYN,10,325,10.0,5.91
skoki,2006,v gosteh,DKV Joventut,JOV,10,320,10.0,6.4
skoki,2006,v gosteh,Pau-Orthez,PAU,10,315,10.0,6.07
skoki,2006,v gosteh,Prokom Trefl Sopot,SOP,10,313,10.0,6.18
skoki,2006,v gosteh,Efes Pilsen,IST,10,311,10.0,6.22
skoki,2006,v gosteh,Lottomatica Roma,ROM,10,305,10.0,6.02
skoki,2006,v gosteh,Aris TT Bank,ARI,10,301,10.0,6.02
skoki,2006,v gosteh,Benetton Basket,TRE,10,299,10.0,5.91
skoki,2006,v gosteh,Zalgiris,ZAL,7,239,7.0,6.83
skoki,2006,v gosteh,Cibona,CIB,7,229,7.0,6.21
skoki,2006,v gosteh,Le Mans,LEM,7,227,7.0,6.49
skoki,2006,v gosteh,RheinEnergie,COL,7,223,7.0,6.37
skoki,2006,v gosteh,Climamio Bologna,FOR,7,219,7.0,6.26
skoki,2006,v gosteh,Fenerbahce Ulker,ULK,7,211,7.0,5.92
skoki,2006,v gosteh,Eldo Napoli,NAP,7,210,7.0,5.89
skoki,2006,v gosteh,Union Olimpija,LJU,7,199,7.0,5.69
skoki,2007,v gosteh,Partizan Igokea,PAR,12,428,12.0,7.06
skoki,2007,v gosteh,CSKA Moscow,CSK,13,414,13.0,6.37
skoki,2007,v gosteh,Maccabi Elite,TEL,12,404,12.0,6.6
skoki,2007,v gosteh,AXA FC Barcelona,BAR,12,395,12.0,6.57
skoki,2007,v gosteh,Tau Ceramica,BAS,12,392,12.0,6.47
skoki,2007,v gosteh,Olympiacos,OLY,12,357,12.0,5.95
skoki,2007,v gosteh,Fenerbahce Ulker,ULK,11,348,11.0,6.33
skoki,2007,v gosteh,Efes Pilsen,IST,10,338,10.0,6.68
skoki,2007,v gosteh,Unicaja,MAL,10,337,10.0,6.74
skoki,2007,v gosteh,Lietuvos Rytas,LIE,10,331,10.0,6.54
skoki,2007,v gosteh,Zalgiris,ZAL,10,325,10.0,6.42
skoki,2007,v gosteh,Montepaschi Siena,SIE,11,296,11.0,5.32
skoki,2007,v gosteh,Real Madrid,MAD,10,286,10.0,5.72
skoki,2007,v gosteh,Panathinaikos,PAN,10,278,10.0,5.49
skoki,2007,v gosteh,Aris TT Bank,ARI,10,275,10.0,5.5
skoki,2007,v gosteh,Lottomatica Roma,ROM,10,269,10.0,5.38
skoki,2007,v gosteh,Prokom Trefl Sopot,SOP,7,227,7.0,6.49
skoki,2007,v gosteh,Le Mans,LEM,7,221,7.0,6.31
skoki,2007,v gosteh,Union Olimpija,LJU,7,218,7.0,6.23
skoki,2007,v gosteh,AJ Milano,MIL,7,218,7.0,6.23
skoki,2007,v gosteh,Chorale Roanne,ROA,7,208,7.0,5.94
skoki,2007,v gosteh,Virtus VidiVici,VIR,7,207,7.0,5.91
skoki,2007,v gosteh,Cibona,CIB,7,189,7.0,5.4
skoki,2007,v gosteh,Brose Baskets,BAM,7,179,7.0,5.11
skoki,2008,v gosteh,Regal FC Barcelona,BAR,11,390,11.0,7.09
skoki,2008,v gosteh,Panathinaikos,PAN,11,351,11.0,6.38
skoki,2008,v gosteh,Tau Ceramica,BAS,11,348,11.0,6.26
skoki,2008,v gosteh,CSKA Moscow,CSK,11,341,11.0,6.2
skoki,2008,v gosteh,Real Madrid,MAD,10,338,10.0,6.76
skoki,2008,v gosteh,Olympiacos,OLY,10,337,10.0,6.66
skoki,2008,v gosteh,Partizan,PAR,10,334,10.0,6.6
skoki,2008,v gosteh,Asseco Prokom,SOP,8,291,8.0,7.28
skoki,2008,v gosteh,Montepaschi Siena,SIE,10,286,10.0,5.72
skoki,2008,v gosteh,Unicaja,MAL,8,271,8.0,6.67
skoki,2008,v gosteh,Maccabi Electra,TEL,8,267,8.0,6.68
skoki,2008,v gosteh,Fenerbahce Ulker,ULK,8,254,8.0,6.35
skoki,2008,v gosteh,Lottomatica Roma,ROM,8,243,8.0,5.98
skoki,2008,v gosteh,Cibona,CIB,8,231,8.0,5.78
skoki,2008,v gosteh,AJ Milano,MIL,8,223,8.0,5.57
skoki,2008,v gosteh,Alba Berlin,BER,8,222,8.0,5.55
skoki,2008,v gosteh,Union Olimpija,LJU,5,183,5.0,6.81
skoki,2008,v gosteh,Zalgiris,ZAL,5,171,5.0,6.84
skoki,2008,v gosteh,SLUC Nancy,NAN,5,168,5.0,6.72
skoki,2008,v gosteh,DKV Joventut,JOV,5,166,5.0,6.64
skoki,2008,v gosteh,Air Avellino,AVE,5,151,5.0,5.89
skoki,2008,v gosteh,Le Mans,LEM,5,139,5.0,5.42
skoki,2008,v gosteh,Efes Pilsen,IST,5,132,5.0,5.28
skoki,2008,v gosteh,Panionios On Telecoms,NIO,5,125,5.0,5.0
skoki,2009,v gosteh,Partizan,PAR,11,402,11.0,7.23
skoki,2009,v gosteh,Olympiacos,OLY,12,391,12.0,6.32
skoki,2009,v gosteh,Maccabi Electra,TEL,10,368,10.0,7.27
skoki,2009,v gosteh,CSKA Moscow,CSK,11,354,11.0,6.36
skoki,2009,v gosteh,Asseco Prokom,SOP,10,349,10.0,6.98
skoki,2009,v gosteh,Regal FC Barcelona,BAR,10,322,10.0,6.36
skoki,2009,v gosteh,Real Madrid,MAD,10,319,10.0,6.3
skoki,2009,v gosteh,Caja Laboral,BAS,10,287,10.0,5.74
skoki,2009,v gosteh,BC Khimki,KHI,8,269,8.0,6.72
skoki,2009,v gosteh,Zalgiris Kaunas,ZAL,8,251,8.0,6.27
skoki,2009,v gosteh,Unicaja,MAL,8,241,8.0,6.02
skoki,2009,v gosteh,Panathinaikos,PAN,8,239,8.0,5.88
skoki,2009,v gosteh,Montepaschi Siena,SIE,8,237,8.0,5.93
skoki,2009,v gosteh,Efes Pilsen,IST,8,235,8.0,5.78
skoki,2009,v gosteh,Maroussi BC,MAR,8,226,8.0,5.65
skoki,2009,v gosteh,Cibona,CIB,8,213,8.0,5.24
skoki,2009,v gosteh,Union Olimpija,LJU,5,161,5.0,6.44
skoki,2009,v gosteh,EWE Baskets,OLD,5,160,5.0,6.4
skoki,2009,v gosteh,Lietuvos Rytas,LIE,5,156,5.0,6.24
skoki,2009,v gosteh,Entente Orleanaise,ORL,5,155,5.0,6.2
skoki,2009,v gosteh,Lottomatica Roma,ROM,5,149,5.0,5.96
skoki,2009,v gosteh,Armani Jeans Milano,MIL,5,148,5.0,5.92
skoki,2009,v gosteh,Fenerbahce Ulker,ULK,5,144,5.0,5.62
skoki,2009,v gosteh,Asvel Basket,ASV,5,141,5.0,5.64
skoki,2010,v gosteh,Real Madrid,MAD,11,408,11.0,7.42
skoki,2010,v gosteh,Power Electronics Valencia,PAM,11,378,11.0,6.87
skoki,2010,v gosteh,Montepaschi Siena,SIE,12,369,12.0,6.15
skoki,2010,v gosteh,Maccabi Electra Tel Aviv,TEL,10,363,10.0,7.26
skoki,2010,v gosteh,Olympiacos Piraeus,OLY,10,359,10.0,7.18
skoki,2010,v gosteh,Panathinaikos Athens,PAN,11,359,11.0,6.45
skoki,2010,v gosteh,Caja Laboral Vitoria,BAS,10,350,10.0,6.91
skoki,2010,v gosteh,Regal Barcelona,BAR,10,316,10.0,6.24
skoki,2010,v gosteh,Zalgiris Kaunas,ZAL,8,291,8.0,7.16
skoki,2010,v gosteh,Efes Pilsen Istanbul,IST,8,282,8.0,6.73
skoki,2010,v gosteh,Partizan mt:s Belgrade,PAR,8,277,8.0,6.92
skoki,2010,v gosteh,Fenerbahce Ulker Istanbul,ULK,8,269,8.0,6.62
skoki,2010,v gosteh,Lietuvos Rytas Vilnius,LIE,8,257,8.0,6.42
skoki,2010,v gosteh,Unicaja Malaga,MAL,8,256,8.0,6.4
skoki,2010,v gosteh,Lottomatica Roma,ROM,8,236,8.0,5.9
skoki,2010,v gosteh,Union Olimpija Ljubljana,LJU,8,232,8.0,5.71
skoki,2010,v gosteh,Asseco Prokom Gdynia,SOP,5,185,5.0,7.22
skoki,2010,v gosteh,Spirou Charleroi,CHA,5,163,5.0,6.52
skoki,2010,v gosteh,Cholet Basket,CHO,5,162,5.0,6.48
skoki,2010,v gosteh,Khimki Moscow Region,KHI,5,162,5.0,6.48
skoki,2010,v gosteh,Brose Baskets Bamberg,BAM,5,160,5.0,6.24
skoki,2010,v gosteh,CSKA Moscow,CSK,5,159,5.0,6.36
skoki,2010,v gosteh,Cibona Zagreb,CIB,5,146,5.0,5.84
skoki,2010,v gosteh,Armani Jeans  Milano,MIL,5,131,5.0,5.24
skoki,2011,v gosteh,FC Barcelona Regal,BAR,11,392,11.0,7.13
skoki,2011,v gosteh,Panathinaikos Athens,PAN,11,388,11.0,7.05
skoki,2011,v gosteh,Olympiacos Piraeus,OLY,11,364,11.0,6.54
skoki,2011,v gosteh,Maccabi Electra Tel Aviv,TEL,11,349,11.0,6.27
skoki,2011,v gosteh,CSKA Moscow,CSK,10,346,10.0,6.83
skoki,2011,v gosteh,Montepaschi Siena,SIE,10,334,10.0,6.68
skoki,2011,v gosteh,Unics Kazan,UNK,10,327,10.0,6.46
skoki,2011,v gosteh,Gescrap Bilbao Basket,BIL,10,316,10.0,6.32
skoki,2011,v gosteh,Real Madrid,MAD,8,306,8.0,7.65
skoki,2011,v gosteh,Fenerbahce Ulker,ULK,8,284,8.0,6.99
skoki,2011,v gosteh,Unicaja Malaga,MAL,8,279,8.0,6.98
skoki,2011,v gosteh,Zalgiris Kaunas,ZAL,8,273,8.0,6.72
skoki,2011,v gosteh,Bennet Cantu,CTU,8,257,8.0,6.33
skoki,2011,v gosteh,EA7 Emporio Armani,MIL,8,255,8.0,6.38
skoki,2011,v gosteh,Galatasaray Medical Park,GAL,8,244,8.0,6.1
skoki,2011,v gosteh,Anadolu Efes Istanbul,IST,8,242,8.0,6.05
skoki,2011,v gosteh,Partizan mt:s Belgrade,PAR,5,167,5.0,6.68
skoki,2011,v gosteh,Caja Laboral,BAS,5,164,5.0,6.56
skoki,2011,v gosteh,Asseco Prokom Gdynia,SOP,5,162,5.0,6.32
skoki,2011,v gosteh,Belgacom Spirou Charleroi,CHA,5,161,5.0,6.44
skoki,2011,v gosteh,Brose Baskets,BAM,5,160,5.0,6.4
skoki,2011,v gosteh,Union Olimpija Ljubljana,LJU,5,158,5.0,6.32
skoki,2011,v gosteh,SLUC Nancy,NAN,5,152,5.0,6.08
skoki,2011,v gosteh,KK Zagreb,ZAG,5,149,5.0,5.96
skoki,2012,v gosteh,Real Madrid,MAD,15,540,15.0,7.14
skoki,2012,v gosteh,FC Barcelona Regal,BAR,15,539,15.0,7.13
skoki,2012,v gosteh,Olympiacos Piraeus,OLY,15,530,15.0,7.07
skoki,2012,v gosteh,Anadolu Efes Istanbul,IST,15,523,15.0,6.96
skoki,2012,v gosteh,Panathinaikos Athens,PAN,15,500,15.0,6.6
skoki,2012,v gosteh,CSKA Moscow,CSK,14,487,14.0,6.84
skoki,2012,v gosteh,Laboral Kutxa Vitoria,BAS,14,434,14.0,6.2
skoki,2012,v gosteh,Maccabi Electra Tel Aviv,TEL,14,429,14.0,6.13
skoki,2012,v gosteh,Unicaja Malaga,MAL,12,419,12.0,6.98
skoki,2012,v gosteh,Zalgiris Kaunas,ZAL,12,408,12.0,6.59
skoki,2012,v gosteh,Khimki Moscow Region,KHI,12,397,12.0,6.62
skoki,2012,v gosteh,Brose Baskets Bamberg,BAM,12,393,12.0,6.48
skoki,2012,v gosteh,Alba Berlin,BER,12,383,12.0,6.38
skoki,2012,v gosteh,Montepaschi Siena,SIE,12,373,12.0,6.09
skoki,2012,v gosteh,Besiktas JK Istanbul,BES,12,368,12.0,6.13
skoki,2012,v gosteh,Fenerbahce Ulker Istanbul,ULK,12,329,12.0,5.48
skoki,2012,v gosteh,Asseco Prokom Gdynia,SOP,5,203,5.0,7.92
skoki,2012,v gosteh,Elan Chalon-Sur-Saone,CHL,5,181,5.0,7.24
skoki,2012,v gosteh,Union Olimpija Ljubljana,LJU,5,174,5.0,6.96
skoki,2012,v gosteh,Partizan mt:s Belgrade,PAR,5,172,5.0,6.71
skoki,2012,v gosteh,Cedevita Zagreb,CED,5,158,5.0,6.32
skoki,2012,v gosteh,EA7 Emporio Armani Milan,MIL,5,153,5.0,6.12
skoki,2012,v gosteh,Lietuvos Rytas Vilnius,LIE,5,148,5.0,5.92
skoki,2012,v gosteh,Mapooro Cantu,CTU,5,130,5.0,5.2
skoki,2013,v gosteh,Real Madrid,MAD,15,505,15.0,6.73
skoki,2013,v gosteh,Maccabi Electra Tel Aviv,TEL,16,490,16.0,6.03
skoki,2013,v gosteh,Olympiacos Piraeus,OLY,15,482,15.0,6.43
skoki,2013,v gosteh,Panathinaikos Athens,PAN,15,478,15.0,6.17
skoki,2013,v gosteh,CSKA Moscow,CSK,15,467,15.0,6.12
skoki,2013,v gosteh,Galatasaray Liv Hospital Istanbul,GAL,14,459,14.0,6.5
skoki,2013,v gosteh,FC Barcelona,BAR,13,453,13.0,6.9
skoki,2013,v gosteh,EA7 Emporio Armani Milan,MIL,14,442,14.0,6.31
skoki,2013,v gosteh,FC Bayern Munich,MUN,12,441,12.0,7.35
skoki,2013,v gosteh,Unicaja Malaga,MAL,12,429,12.0,7.15
skoki,2013,v gosteh,Lokomotiv Kuban Krasnodar,TIV,12,404,12.0,6.73
skoki,2013,v gosteh,Fenerbahce Ulker Istanbul,ULK,12,390,12.0,6.5
skoki,2013,v gosteh,Partizan NIS Belgrade,PAR,12,387,12.0,6.45
skoki,2013,v gosteh,Zalgiris Kaunas,ZAL,12,386,12.0,6.43
skoki,2013,v gosteh,Laboral Kutxa Vitoria,BAS,12,385,12.0,6.42
skoki,2013,v gosteh,Anadolu Efes Istanbul,IST,12,362,12.0,6.03
skoki,2013,v gosteh,Crvena Zvezda Telekom Belgrade,RED,5,178,5.0,7.12
skoki,2013,v gosteh,Stelmet Zielona Gora,GSS,5,173,5.0,6.92
skoki,2013,v gosteh,Montepaschi Siena,SIE,5,157,5.0,6.28
skoki,2013,v gosteh,Lietuvos Rytas Vilnius,LIE,5,156,5.0,6.24
skoki,2013,v gosteh,JSF Nanterre,NTR,5,155,5.0,6.2
skoki,2013,v gosteh,Brose Baskets Bamberg,BAM,5,148,5.0,5.92
skoki,2013,v gosteh,Strasbourg,STR,5,143,5.0,5.72
skoki,2013,v gosteh,Budivelnik Kiev,NIK,5,138,5.0,5.52
skoki,2014,v gosteh,CSKA Moscow,CSK,15,558,15.0,7.32
skoki,2014,v gosteh,Olympiacos Piraeus,OLY,16,534,16.0,6.62
skoki,2014,v gosteh,FC Barcelona,BAR,14,510,14.0,7.32
skoki,2014,v gosteh,Fenerbahce Ulker Istanbul,ULK,14,500,14.0,7.02
skoki,2014,v gosteh,Crvena Zvezda Telekom Belgrade,RED,12,487,12.0,7.93
skoki,2014,v gosteh,Real Madrid,MAD,14,485,14.0,6.93
skoki,2014,v gosteh,Anadolu Efes Istanbul,IST,14,475,14.0,6.79
skoki,2014,v gosteh,Laboral Kutxa Vitoria,BAS,12,474,12.0,7.9
skoki,2014,v gosteh,Maccabi Electra Tel Aviv,TEL,14,464,14.0,6.56
skoki,2014,v gosteh,Panathinaikos Athens,PAN,14,438,14.0,6.26
skoki,2014,v gosteh,Unicaja Malaga,MAL,12,423,12.0,7.05
skoki,2014,v gosteh,Nizhny Novgorod,NOV,12,421,12.0,6.94
skoki,2014,v gosteh,Zalgiris Kaunas,ZAL,12,417,12.0,6.95
skoki,2014,v gosteh,Galatasaray Liv Hospital Istanbul,GAL,12,401,12.0,6.68
skoki,2014,v gosteh,ALBA Berlin,BER,12,400,12.0,6.6
skoki,2014,v gosteh,EA7 Emporio Armani Milan,MIL,12,383,12.0,6.38
skoki,2014,v gosteh,FC Bayern Munich,MUN,5,179,5.0,7.16
skoki,2014,v gosteh,Neptunas Klaipeda,KLA,5,174,5.0,6.96
skoki,2014,v gosteh,PGE Turow Zgorzelec,ZGO,5,172,5.0,6.88
skoki,2014,v gosteh,Dinamo Banco di Sardegna Sassari,SAS,5,169,5.0,6.76
skoki,2014,v gosteh,Cedevita Zagreb,CED,5,165,5.0,6.6
skoki,2014,v gosteh,Unics Kazan,UNK,5,163,5.0,6.52
skoki,2014,v gosteh,Limoges CSP,LMG,5,155,5.0,6.2
skoki,2014,v gosteh,Valencia Basket,PAM,5,154,5.0,6.16
skoki,2015,v gosteh,Lokomotiv Kuban Krasnodar,TIV,16,547,16.0,6.78
skoki,2015,v gosteh,Laboral Kutxa Vitoria Gasteiz,BAS,14,500,14.0,7.02
skoki,2015,v gosteh,CSKA Moscow,CSK,14,497,14.0,6.98
skoki,2015,v gosteh,Crvena Zvezda Telekom Belgrade,RED,14,489,14.0,6.99
skoki,2015,v gosteh,FC Barcelona Lassa,BAR,15,488,15.0,6.51
skoki,2015,v gosteh,Panathinaikos Athens,PAN,14,478,14.0,6.77
skoki,2015,v gosteh,Real Madrid,MAD,14,475,14.0,6.79
skoki,2015,v gosteh,Fenerbahce Istanbul,ULK,13,458,13.0,7.05
skoki,2015,v gosteh,Khimki Moscow Region,KHI,12,426,12.0,7.1
skoki,2015,v gosteh,Anadolu Efes Istanbul,IST,12,423,12.0,6.98
skoki,2015,v gosteh,Olympiacos Piraeus,OLY,12,409,12.0,6.68
skoki,2015,v gosteh,Zalgiris Kaunas,ZAL,12,409,12.0,6.82
skoki,2015,v gosteh,Cedevita Zagreb,CED,12,400,12.0,6.67
skoki,2015,v gosteh,Unicaja Malaga,MAL,12,389,12.0,6.48
skoki,2015,v gosteh,Brose Baskets Bamberg,BAM,12,382,12.0,6.37
skoki,2015,v gosteh,Darussafaka Dogus Istanbul,DAR,12,382,12.0,6.37
skoki,2015,v gosteh,Maccabi FOX Tel Aviv,TEL,5,184,5.0,7.36
skoki,2015,v gosteh,Stelmet Zielona Gora,GSS,5,177,5.0,7.08
skoki,2015,v gosteh,FC Bayern Munich,MUN,5,177,5.0,7.08
skoki,2015,v gosteh,EA7 Emporio Armani Milan,MIL,5,162,5.0,6.48
skoki,2015,v gosteh,Limoges CSP,LMG,5,160,5.0,6.4
skoki,2015,v gosteh,Strasbourg,STR,5,153,5.0,6.12
skoki,2015,v gosteh,Pinar Karsiyaka Izmir,KSK,5,139,5.0,5.56
skoki,2015,v gosteh,Dinamo Banco di Sardegna Sassari,SAS,5,139,5.0,5.42
skoki,2016,v gosteh,Olympiacos Piraeus,OLY,19,675,19.0,7.06
skoki,2016,v gosteh,Real Madrid,MAD,18,663,18.0,7.37
skoki,2016,v gosteh,Anadolu Efes Istanbul,IST,18,634,18.0,6.95
skoki,2016,v gosteh,Baskonia Vitoria Gasteiz,BAS,17,591,17.0,6.95
skoki,2016,v gosteh,Darussafaka Dogus Istanbul,DAR,17,587,17.0,6.86
skoki,2016,v gosteh,CSKA Moscow,CSK,17,560,17.0,6.54
skoki,2016,v gosteh,Fenerbahce Istanbul,ULK,17,531,17.0,6.2
skoki,2016,v gosteh,Maccabi FOX Tel Aviv,TEL,15,530,15.0,7.01
skoki,2016,v gosteh,Panathinaikos Superfoods Athens,PAN,16,527,16.0,6.49
skoki,2016,v gosteh,Unics Kazan,UNK,15,503,15.0,6.71
skoki,2016,v gosteh,FC Barcelona Lassa,BAR,15,502,15.0,6.64
skoki,2016,v gosteh,Zalgiris Kaunas,ZAL,15,497,15.0,6.63
skoki,2016,v gosteh,Brose Bamberg,BAM,15,486,15.0,6.48
skoki,2016,v gosteh,EA7 Emporio Armani Milan,MIL,15,484,15.0,6.4
skoki,2016,v gosteh,Galatasaray Odeabank Istanbul,GAL,15,472,15.0,6.29
skoki,2016,v gosteh,Crvena Zvezda mts Belgrade,RED,15,442,15.0,5.89
skoki,2017,v gosteh,Real Madrid,MAD,18,652,18.0,7.19
skoki,2017,v gosteh,Zalgiris Kaunas,ZAL,19,630,19.0,6.46
skoki,2017,v gosteh,Olympiacos Piraeus,OLY,17,580,17.0,6.68
skoki,2017,v gosteh,CSKA Moscow,CSK,17,573,17.0,6.74
skoki,2017,v gosteh,Panathinaikos Superfoods Athens,PAN,17,571,17.0,6.67
