klub,faza,sezona,st_tekme,zmaga,kje,nasprotnik,rezultat
CED,Regular Season,2012,6,W,doma,Zalgiris Kaunas,108 - 106
CED,Regular Season,2012,7,L,v gosteh,EA7 Emporio Armani Milan,75 - 60
CED,Regular Season,2012,8,L,doma,Anadolu Efes Istanbul,73 - 81
CED,Regular Season,2012,9,L,doma,Olympiacos Piraeus,62 - 84
CED,Regular Season,2012,10,L,v gosteh,Laboral Kutxa Vitoria,97 - 70
CED,Regular Season,2014,1,L,doma,Unicaja Malaga,63 - 78
CED,Regular Season,2014,2,L,v gosteh,Limoges CSP,71 - 60
CED,Regular Season,2014,3,L,doma,CSKA Moscow,72 - 76
CED,Regular Season,2014,4,W,v gosteh,Maccabi Electra Tel Aviv,73 - 83
CED,Regular Season,2014,5,L,doma,ALBA Berlin,67 - 80
CED,Regular Season,2014,6,L,v gosteh,Unicaja Malaga,82 - 73
CED,Regular Season,2014,7,W,doma,Limoges CSP,102 - 83
CED,Regular Season,2014,8,L,v gosteh,CSKA Moscow,97 - 79
CED,Regular Season,2014,9,L,doma,Maccabi Electra Tel Aviv,71 - 82
CED,Regular Season,2014,10,W,v gosteh,ALBA Berlin,67 - 70
CED,Regular Season,2015,1,L,v gosteh,Olympiacos Piraeus,76 - 61
CED,Regular Season,2015,2,L,doma,Limoges CSP,80 - 84
CED,Regular Season,2015,3,W,v gosteh,Anadolu Efes Istanbul,75 - 81
CED,Regular Season,2015,4,W,v gosteh,EA7 Emporio Armani Milan,68 - 77
CED,Regular Season,2015,5,W,doma,Laboral Kutxa Vitoria Gasteiz,76 - 67
CED,Regular Season,2015,6,L,doma,Olympiacos Piraeus,70 - 83
CED,Regular Season,2015,7,W,v gosteh,Limoges CSP,69 - 78
CED,Regular Season,2015,8,L,doma,Anadolu Efes Istanbul,75 - 81
CED,Regular Season,2015,9,L,doma,EA7 Emporio Armani Milan,82 - 85
CED,Regular Season,2015,10,L,v gosteh,Laboral Kutxa Vitoria Gasteiz,92 - 70
CED,Top 16,2015,1,L,doma,Lokomotiv Kuban Krasnodar,75 - 89
CED,Top 16,2015,2,W,v gosteh,Darussafaka Dogus Istanbul,72 - 79
CED,Top 16,2015,3,L,v gosteh,Unicaja Malaga,90 - 67
CED,Top 16,2015,4,W,doma,Anadolu Efes Istanbul,84 - 80
CED,Top 16,2015,5,L,v gosteh,Fenerbahce Istanbul,86 - 73
CED,Top 16,2015,6,L,doma,Panathinaikos Athens,60 - 78
CED,Top 16,2015,7,L,v gosteh,Crvena Zvezda Telekom Belgrade,94 - 74
CED,Top 16,2015,8,L,v gosteh,Lokomotiv Kuban Krasnodar,87 - 63
CED,Top 16,2015,9,L,doma,Darussafaka Dogus Istanbul,77 - 83
CED,Top 16,2015,10,L,doma,Unicaja Malaga,78 - 91
CED,Top 16,2015,11,L,v gosteh,Anadolu Efes Istanbul,80 - 76
CED,Top 16,2015,12,W,doma,Fenerbahce Istanbul,89 - 59
CED,Top 16,2015,13,L,v gosteh,Panathinaikos Athens,76 - 60
CED,Top 16,2015,14,W,doma,Crvena Zvezda Telekom Belgrade,83 - 62
CHA,Regular Season,2000,1,W,doma,Saint Petersburg Lions,80 - 68
CHA,Regular Season,2000,2,L,v gosteh,Tau Ceramica,76 - 64
CHA,Regular Season,2000,3,L,v gosteh,AEK Athens,97 - 73
CHA,Regular Season,2000,4,L,doma,Kinder Bologna,58 - 80
CHA,Regular Season,2000,5,L,v gosteh,Cibona VIP,85 - 70
CHA,Regular Season,2000,6,L,v gosteh,Saint Petersburg Lions,83 - 77
CHA,Regular Season,2000,7,L,doma,Tau Ceramica,71 - 74
CHA,Regular Season,2000,8,L,doma,AEK Athens,89 - 97
CHA,Regular Season,2000,9,L,v gosteh,Kinder Bologna,106 - 87
CHA,Regular Season,2000,10,W,doma,Cibona VIP,100 - 91
CHA,Regular Season,2001,1,L,doma,Idea Slask,53 - 71
CHA,Regular Season,2001,2,L,v gosteh,Unicaja,76 - 68
CHA,Regular Season,2001,3,L,v gosteh,Benetton Basket,86 - 78
CHA,Regular Season,2001,4,L,doma,Maccabi Elite,63 - 74
CHA,Regular Season,2001,5,L,v gosteh,Olympiacos,107 - 78
CHA,Regular Season,2001,6,W,doma,Efes Pilsen,79 - 75
CHA,Regular Season,2001,7,L,v gosteh,Alba Berlin,99 - 87
CHA,Regular Season,2001,8,W,v gosteh,Idea Slask,94 - 95
CHA,Regular Season,2001,9,L,doma,Unicaja,75 - 77
CHA,Regular Season,2001,10,L,doma,Benetton Basket,76 - 83
CHA,Regular Season,2001,11,L,v gosteh,Maccabi Elite,94 - 78
CHA,Regular Season,2001,12,L,doma,Olympiacos,56 - 76
CHA,Regular Season,2001,13,L,v gosteh,Efes Pilsen,78 - 65
CHA,Regular Season,2001,14,W,doma,Alba Berlin,100 - 91
CHA,Regular Season,2010,1,L,v gosteh,Unicaja Malaga,84 - 73
CHA,Regular Season,2010,2,L,doma,Lottomatica Roma,55 - 64
CHA,Regular Season,2010,3,L,v gosteh,Brose Baskets Bamberg,79 - 69
CHA,Regular Season,2010,4,L,v gosteh,Olympiacos Piraeus,86 - 78
CHA,Regular Season,2010,5,W,doma,Real Madrid,67 - 49
CHA,Regular Season,2010,6,W,doma,Unicaja Malaga,79 - 74
CHA,Regular Season,2010,7,L,v gosteh,Lottomatica Roma,95 - 83
CHA,Regular Season,2010,8,W,doma,Brose Baskets Bamberg,75 - 61
CHA,Regular Season,2010,9,L,doma,Olympiacos Piraeus,67 - 80
CHA,Regular Season,2010,10,L,v gosteh,Real Madrid,94 - 45
CHA,Regular Season,2011,1,L,doma,Real Madrid,76 - 100
CHA,Regular Season,2011,2,W,v gosteh,Anadolu Efes Istanbul,79 - 80
CHA,Regular Season,2011,3,L,v gosteh,Partizan mt:s Belgrade,91 - 81
CHA,Regular Season,2011,4,L,doma,EA7 Emporio Armani,76 - 81
CHA,Regular Season,2011,5,L,v gosteh,Maccabi Electra Tel Aviv,69 - 59
CHA,Regular Season,2011,6,L,v gosteh,Real Madrid,93 - 89
CHA,Regular Season,2011,7,L,doma,Anadolu Efes Istanbul,62 - 66
CHA,Regular Season,2011,8,W,doma,Partizan mt:s Belgrade,84 - 79
CHA,Regular Season,2011,9,L,v gosteh,EA7 Emporio Armani,88 - 53
CHA,Regular Season,2011,10,L,doma,Maccabi Electra Tel Aviv,69 - 86
CHL,Regular Season,2012,1,W,doma,Asseco Prokom Gdynia,81 - 74
CHL,Regular Season,2012,2,L,v gosteh,Alba Berlin,74 - 71
CHL,Regular Season,2012,3,L,doma,Maccabi Electra Tel Aviv,61 - 90
CHL,Regular Season,2012,4,L,v gosteh,Montepaschi Siena,93 - 90
CHL,Regular Season,2012,5,L,doma,Unicaja Malaga,78 - 88
CHL,Regular Season,2012,6,W,v gosteh,Asseco Prokom Gdynia,70 - 76
CHL,Regular Season,2012,7,L,doma,Alba Berlin,82 - 87
CHL,Regular Season,2012,8,L,v gosteh,Maccabi Electra Tel Aviv,78 - 73
CHL,Regular Season,2012,9,W,doma,Montepaschi Siena,108 - 103
CHL,Regular Season,2012,10,L,v gosteh,Unicaja Malaga,86 - 62
CHO,Regular Season,2010,1,L,v gosteh,Montepaschi Siena,76 - 44
CHO,Regular Season,2010,2,L,doma,Regal Barcelona,77 - 84
CHO,Regular Season,2010,3,W,doma,Lietuvos Rytas Vilnius,73 - 69
CHO,Regular Season,2010,4,W,v gosteh,Cibona Zagreb,71 - 84
CHO,Regular Season,2010,5,W,doma,Fenerbahce Ulker Istanbul,82 - 78
CHO,Regular Season,2010,6,L,doma,Montepaschi Siena,61 - 70
CHO,Regular Season,2010,7,L,v gosteh,Regal Barcelona,76 - 62
CHO,Regular Season,2010,8,L,v gosteh,Lietuvos Rytas Vilnius,92 - 80
CHO,Regular Season,2010,9,W,doma,Cibona Zagreb,81 - 65
CHO,Regular Season,2010,10,L,v gosteh,Fenerbahce Ulker Istanbul,93 - 61
CIB,Regular Season,2000,1,W,doma,Tau Ceramica,62 - 60
CIB,Regular Season,2000,2,L,v gosteh,Kinder Bologna,106 - 88
CIB,Regular Season,2000,3,W,doma,Saint Petersburg Lions,75 - 70
CIB,Regular Season,2000,4,L,v gosteh,AEK Athens,83 - 75
CIB,Regular Season,2000,5,W,doma,Region Wallone Spirou Charleroi,85 - 70
CIB,Regular Season,2000,6,L,v gosteh,Tau Ceramica,92 - 66
CIB,Regular Season,2000,7,L,doma,Kinder Bologna,69 - 74
CIB,Regular Season,2000,8,L,v gosteh,Saint Petersburg Lions,92 - 90
CIB,Regular Season,2000,9,L,doma,AEK Athens,72 - 81
CIB,Regular Season,2000,10,L,v gosteh,Region Wallone Spirou Charleroi,100 - 91
CIB,Playoffs,2000,1,L,v gosteh,PAF Bologna,76 - 64
CIB,Playoffs,2000,2,L,doma,PAF Bologna,74 - 75
CIB,Regular Season,2001,1,W,doma,Tau Ceramica,96 - 95
CIB,Regular Season,2001,2,L,v gosteh,Scavolini Pesaro,88 - 75
CIB,Regular Season,2001,3,W,doma,Telindus Oostende,85 - 76
CIB,Regular Season,2001,4,L,v gosteh,Partizan,81 - 76
CIB,Regular Season,2001,5,L,doma,Asvel Basket,70 - 82
CIB,Regular Season,2001,6,L,v gosteh,AEK Athens,72 - 69
CIB,Regular Season,2001,7,L,v gosteh,Tau Ceramica,81 - 58
CIB,Regular Season,2001,8,L,doma,Scavolini Pesaro,71 - 74
CIB,Regular Season,2001,9,W,v gosteh,Telindus Oostende,74 - 84
CIB,Regular Season,2001,10,W,doma,Ural Great,102 - 97
CIB,Regular Season,2001,11,W,doma,Partizan,85 - 71
CIB,Regular Season,2001,12,L,v gosteh,Asvel Basket,99 - 84
CIB,Regular Season,2001,13,L,doma,AEK Athens,89 - 90
CIB,Regular Season,2002,1,W,doma,AEK Athens,85 - 71
CIB,Regular Season,2002,2,L,v gosteh,Pau-Orthez,77 - 74
CIB,Regular Season,2002,3,W,doma,Efes Pilsen,64 - 56
CIB,Regular Season,2002,4,L,v gosteh,Benetton Basket,96 - 82
CIB,Regular Season,2002,5,L,v gosteh,Alba Berlin,84 - 70
CIB,Regular Season,2002,6,W,doma,FC Barcelona,94 - 77
CIB,Regular Season,2002,7,L,v gosteh,Skipper Bologna,76 - 71
CIB,Regular Season,2002,8,W,v gosteh,AEK Athens,69 - 71
CIB,Regular Season,2002,9,W,doma,Pau-Orthez,66 - 62
CIB,Regular Season,2002,10,L,v gosteh,Efes Pilsen,91 - 57
CIB,Regular Season,2002,11,L,doma,Benetton Basket,71 - 100
CIB,Regular Season,2002,12,W,doma,Alba Berlin,90 - 72
CIB,Regular Season,2002,13,L,v gosteh,FC Barcelona,104 - 82
CIB,Regular Season,2002,14,W,doma,Skipper Bologna,89 - 83
CIB,Top 16,2002,1,L,v gosteh,Efes Pilsen,68 - 62
CIB,Top 16,2002,2,L,v gosteh,CSKA Moscow,79 - 69
CIB,Top 16,2002,3,W,doma,Unicaja,88 - 81
CIB,Top 16,2002,4,W,doma,Efes Pilsen,82 - 75
CIB,Top 16,2002,5,L,v gosteh,Unicaja,95 - 87
CIB,Top 16,2002,6,L,doma,CSKA Moscow,59 - 101
CIB,Regular Season,2003,1,W,doma,Pau-Orthez,72 - 71
CIB,Regular Season,2003,2,L,v gosteh,FC Barcelona,77 - 60
CIB,Regular Season,2003,3,W,doma,AEK Athens,85 - 80
CIB,Regular Season,2003,4,L,v gosteh,Partizan,93 - 81
CIB,Regular Season,2003,5,W,doma,Ulker,94 - 83
CIB,Regular Season,2003,6,L,v gosteh,Lottomatica Roma,80 - 72
CIB,Regular Season,2003,7,W,doma,Union Olimpija,95 - 86
CIB,Regular Season,2003,8,L,v gosteh,Pau-Orthez,105 - 89
CIB,Regular Season,2003,9,W,doma,FC Barcelona,74 - 68
CIB,Regular Season,2003,10,W,v gosteh,AEK Athens,73 - 75
CIB,Regular Season,2003,11,W,doma,Partizan,92 - 69
CIB,Regular Season,2003,12,L,v gosteh,Ulker,76 - 70
CIB,Regular Season,2003,13,W,doma,Lottomatica Roma,82 - 55
CIB,Regular Season,2003,14,L,v gosteh,Union Olimpija,85 - 81
CIB,Top 16,2003,1,L,doma,Tau Ceramica,72 - 78
CIB,Top 16,2003,2,L,v gosteh,CSKA Moscow,68 - 61
CIB,Top 16,2003,3,L,doma,Olympiacos,62 - 68
CIB,Top 16,2003,4,L,v gosteh,Tau Ceramica,95 - 76
CIB,Top 16,2003,5,W,v gosteh,Olympiacos,68 - 70
CIB,Top 16,2003,6,W,doma,CSKA Moscow,81 - 72
CIB,Regular Season,2004,1,W,v gosteh,Real Madrid,69 - 70
CIB,Regular Season,2004,2,L,doma,Olympiacos,60 - 64
CIB,Regular Season,2004,3,L,v gosteh,Efes Pilsen,72 - 70
CIB,Regular Season,2004,4,W,doma,Adecco Estudiantes,85 - 78
CIB,Regular Season,2004,5,L,v gosteh,Climamio Bologna,99 - 88
CIB,Regular Season,2004,6,W,v gosteh,Partizan,78 - 81
CIB,Regular Season,2004,7,W,doma,Prokom Trefl Sopot,88 - 57
CIB,Regular Season,2004,8,W,doma,Real Madrid,73 - 58
CIB,Regular Season,2004,9,L,v gosteh,Olympiacos,89 - 83
CIB,Regular Season,2004,10,W,doma,Efes Pilsen,82 - 72
CIB,Regular Season,2004,11,W,v gosteh,Adecco Estudiantes,81 - 87
CIB,Regular Season,2004,12,L,doma,Climamio Bologna,89 - 96
CIB,Regular Season,2004,13,W,doma,Partizan,85 - 76
CIB,Regular Season,2004,14,L,v gosteh,Prokom Trefl Sopot,83 - 78
CIB,Top 16,2004,1,L,v gosteh,Montepaschi Siena,90 - 62
CIB,Top 16,2004,2,L,v gosteh,Ulker,84 - 77
CIB,Top 16,2004,3,L,doma,Maccabi Elite,74 - 91
CIB,Top 16,2004,4,W,doma,Montepaschi Siena,78 - 73
CIB,Top 16,2004,5,L,v gosteh,Maccabi Elite,83 - 75
CIB,Top 16,2004,6,L,doma,Ulker,64 - 68
CIB,Regular Season,2005,1,W,doma,Lietuvos Rytas,68 - 57
CIB,Regular Season,2005,2,L,v gosteh,Prokom Trefl Sopot,80 - 64
CIB,Regular Season,2005,3,L,v gosteh,Maccabi Elite,83 - 74
CIB,Regular Season,2005,4,W,doma,AJ Milano,67 - 60
CIB,Regular Season,2005,5,L,v gosteh,Winterthur FC Barcelona,97 - 53
CIB,Regular Season,2005,6,W,doma,Olympiacos,74 - 62
CIB,Regular Season,2005,7,W,v gosteh,Efes Pilsen,71 - 77
CIB,Regular Season,2005,8,L,v gosteh,Lietuvos Rytas,80 - 52
CIB,Regular Season,2005,9,W,doma,Prokom Trefl Sopot,71 - 61
CIB,Regular Season,2005,10,L,doma,Maccabi Elite,66 - 94
CIB,Regular Season,2005,11,L,v gosteh,AJ Milano,84 - 64
CIB,Regular Season,2005,12,L,doma,Winterthur FC Barcelona,57 - 77
CIB,Regular Season,2005,13,L,v gosteh,Olympiacos,99 - 70
CIB,Regular Season,2005,14,W,doma,Efes Pilsen,60 - 49
CIB,Top 16,2005,1,W,doma,Panathinaikos,72 - 70
CIB,Top 16,2005,2,W,v gosteh,Efes Pilsen,63 - 69
CIB,Top 16,2005,3,W,doma,Benetton Basket,91 - 80
CIB,Top 16,2005,4,L,v gosteh,Panathinaikos,88 - 69
CIB,Top 16,2005,5,L,v gosteh,Benetton Basket,88 - 80
CIB,Top 16,2005,6,L,doma,Efes Pilsen,77 - 84
CIB,Regular Season,2006,1,W,doma,Union Olimpija,77 - 61
CIB,Regular Season,2006,2,L,v gosteh,Panathinaikos,86 - 69
CIB,Regular Season,2006,3,W,doma,Unicaja,87 - 83
CIB,Regular Season,2006,4,L,v gosteh,Partizan,101 - 92
CIB,Regular Season,2006,5,W,doma,Maccabi Elite,87 - 82
CIB,Regular Season,2006,6,L,v gosteh,DKV Joventut,83 - 73
CIB,Regular Season,2006,7,W,doma,Lottomatica Roma,91 - 84
CIB,Regular Season,2006,8,L,v gosteh,Union Olimpija,92 - 88
CIB,Regular Season,2006,9,L,doma,Panathinaikos,75 - 78
CIB,Regular Season,2006,10,L,v gosteh,Unicaja,73 - 67
CIB,Regular Season,2006,11,W,doma,Partizan,89 - 72
CIB,Regular Season,2006,12,L,v gosteh,Maccabi Elite,91 - 83
CIB,Regular Season,2006,13,W,doma,DKV Joventut,77 - 74
CIB,Regular Season,2006,14,L,v gosteh,Lottomatica Roma,81 - 58
CIB,Regular Season,2007,1,W,doma,Efes Pilsen,93 - 85
CIB,Regular Season,2007,2,L,v gosteh,Unicaja,102 - 64
CIB,Regular Season,2007,3,L,v gosteh,Aris TT Bank,77 - 73
CIB,Regular Season,2007,4,W,doma,AJ Milano,100 - 91
CIB,Regular Season,2007,5,L,v gosteh,Maccabi Elite,80 - 74
CIB,Regular Season,2007,6,W,doma,Le Mans,91 - 71
CIB,Regular Season,2007,7,L,v gosteh,Lietuvos Rytas,93 - 59
CIB,Regular Season,2007,8,L,v gosteh,Efes Pilsen,100 - 74
CIB,Regular Season,2007,9,L,doma,Unicaja,62 - 76
CIB,Regular Season,2007,10,L,doma,Aris TT Bank,76 - 83
CIB,Regular Season,2007,11,W,v gosteh,AJ Milano,63 - 72
CIB,Regular Season,2007,12,L,doma,Maccabi Elite,76 - 81
CIB,Regular Season,2007,13,L,v gosteh,Le Mans,100 - 87
CIB,Regular Season,2007,14,L,doma,Lietuvos Rytas,79 - 86
CIB,Regular Season,2008,1,W,doma,Maccabi Electra,81 - 79
CIB,Regular Season,2008,2,W,v gosteh,Le Mans,54 - 58
CIB,Regular Season,2008,3,W,doma,Olympiacos,85 - 76
CIB,Regular Season,2008,4,L,v gosteh,Unicaja,77 - 67
CIB,Regular Season,2008,5,W,doma,Air Avellino,82 - 79
CIB,Regular Season,2008,6,L,v gosteh,Maccabi Electra,88 - 83
CIB,Regular Season,2008,7,W,doma,Le Mans,89 - 70
CIB,Regular Season,2008,8,L,v gosteh,Olympiacos,93 - 64
CIB,Regular Season,2008,9,L,doma,Unicaja,76 - 77
CIB,Regular Season,2008,10,L,v gosteh,Air Avellino,79 - 75
CIB,Top 16,2008,1,W,doma,Montepaschi Siena,88 - 81
CIB,Top 16,2008,2,L,v gosteh,CSKA Moscow,87 - 61
CIB,Top 16,2008,3,L,doma,Fenerbahce Ulker,55 - 65
CIB,Top 16,2008,4,W,v gosteh,Fenerbahce Ulker,64 - 86
CIB,Top 16,2008,5,L,v gosteh,Montepaschi Siena,86 - 70
CIB,Top 16,2008,6,L,doma,CSKA Moscow,63 - 73
CIB,Regular Season,2009,1,L,doma,Montepaschi Siena,40 - 85
CIB,Regular Season,2009,2,L,v gosteh,Regal FC Barcelona,81 - 59
CIB,Regular Season,2009,3,L,v gosteh,Fenerbahce Ulker,67 - 62
CIB,Regular Season,2009,4,W,doma,Zalgiris Kaunas,64 - 52
CIB,Regular Season,2009,5,L,v gosteh,Asvel Basket,71 - 68
CIB,Regular Season,2009,6,L,v gosteh,Montepaschi Siena,90 - 64
CIB,Regular Season,2009,7,L,doma,Regal FC Barcelona,66 - 80
CIB,Regular Season,2009,8,W,doma,Fenerbahce Ulker,80 - 77
CIB,Regular Season,2009,9,L,v gosteh,Zalgiris Kaunas,68 - 61
CIB,Regular Season,2009,10,W,doma,Asvel Basket,73 - 71
CIB,Top 16,2009,1,L,v gosteh,BC Khimki,83 - 70
CIB,Top 16,2009,2,L,doma,Caja Laboral,75 - 78
CIB,Top 16,2009,3,L,v gosteh,Olympiacos,78 - 75
CIB,Top 16,2009,4,L,doma,Olympiacos,94 - 97
CIB,Top 16,2009,5,W,doma,BC Khimki,82 - 63
CIB,Top 16,2009,6,L,v gosteh,Caja Laboral,102 - 90
CIB,Regular Season,2010,1,L,v gosteh,Regal Barcelona,80 - 66
CIB,Regular Season,2010,2,L,doma,Fenerbahce Ulker Istanbul,68 - 73
CIB,Regular Season,2010,3,L,v gosteh,Montepaschi Siena,80 - 57
CIB,Regular Season,2010,4,L,doma,Cholet Basket,71 - 84
CIB,Regular Season,2010,5,L,v gosteh,Lietuvos Rytas Vilnius,90 - 62
CIB,Regular Season,2010,6,L,doma,Regal Barcelona,75 - 94
CIB,Regular Season,2010,7,L,v gosteh,Fenerbahce Ulker Istanbul,100 - 70
CIB,Regular Season,2010,8,L,doma,Montepaschi Siena,66 - 82
CIB,Regular Season,2010,9,L,v gosteh,Cholet Basket,81 - 65
CIB,Regular Season,2010,10,L,doma,Lietuvos Rytas Vilnius,77 - 94
COL,Regular Season,2006,1,L,v gosteh,Dynamo Moscow,75 - 68
COL,Regular Season,2006,2,L,doma,Efes Pilsen,68 - 82
COL,Regular Season,2006,3,L,doma,Tau Ceramica,70 - 102
COL,Regular Season,2006,4,W,v gosteh,Climamio Bologna,86 - 90
COL,Regular Season,2006,5,W,doma,Prokom Trefl Sopot,84 - 80
COL,Regular Season,2006,6,L,doma,Le Mans,73 - 79
COL,Regular Season,2006,7,L,doma,Olympiacos,81 - 88
COL,Regular Season,2006,8,L,doma,Dynamo Moscow,82 - 96
COL,Regular Season,2006,9,L,v gosteh,Efes Pilsen,91 - 76
COL,Regular Season,2006,10,L,v gosteh,Tau Ceramica,97 - 68
COL,Regular Season,2006,11,L,doma,Climamio Bologna,78 - 90
COL,Regular Season,2006,12,L,v gosteh,Prokom Trefl Sopot,72 - 61
COL,Regular Season,2006,13,L,v gosteh,Le Mans,69 - 60
COL,Regular Season,2006,14,L,v gosteh,Olympiacos,77 - 73
CSK,Regular Season,2001,1,L,v gosteh,Pau-Orthez,91 - 83
CSK,Regular Season,2001,2,L,doma,Panathinaikos,85 - 91
CSK,Regular Season,2001,3,W,v gosteh,KK Buducnost,72 - 103
CSK,Regular Season,2001,4,W,doma,KRKA Novo Mesto,86 - 80
CSK,Regular Season,2001,5,W,v gosteh,KK Zadar,73 - 90
CSK,Regular Season,2001,6,L,doma,Real Madrid,77 - 92
CSK,Regular Season,2001,7,W,v gosteh,Skipper Bologna,97 - 99
CSK,Regular Season,2001,8,W,doma,Pau-Orthez,80 - 69
CSK,Regular Season,2001,9,L,v gosteh,Panathinaikos,83 - 80
CSK,Regular Season,2001,10,W,doma,KK Buducnost,88 - 83
CSK,Regular Season,2001,11,L,v gosteh,KRKA Novo Mesto,107 - 93
CSK,Regular Season,2001,12,W,doma,KK Zadar,96 - 92
CSK,Regular Season,2001,13,W,v gosteh,Real Madrid,82 - 86
CSK,Regular Season,2001,14,L,doma,Skipper Bologna,75 - 77
CSK,Top 16,2001,1,L,v gosteh,Maccabi Elite,69 - 68
CSK,Top 16,2001,2,W,doma,Ulker,86 - 80
CSK,Top 16,2001,3,W,v gosteh,Tau Ceramica,73 - 87
CSK,Top 16,2001,4,W,doma,Maccabi Elite,81 - 77
CSK,Top 16,2001,5,L,doma,Tau Ceramica,73 - 90
CSK,Top 16,2001,6,L,v gosteh,Ulker,96 - 91
CSK,Regular Season,2002,1,W,v gosteh,Ulker,63 - 66
CSK,Regular Season,2002,2,W,doma,Partizan,93 - 57
CSK,Regular Season,2002,3,W,doma,Olympiacos,74 - 67
CSK,Regular Season,2002,4,L,v gosteh,Asvel Basket,99 - 87
CSK,Regular Season,2002,5,W,doma,Real Madrid,90 - 75
CSK,Regular Season,2002,6,W,v gosteh,Virtus Bologna,83 - 85
CSK,Regular Season,2002,7,W,doma,Idea Slask,73 - 45
CSK,Regular Season,2002,8,W,doma,Ulker,78 - 62
CSK,Regular Season,2002,9,L,v gosteh,Partizan,93 - 81
CSK,Regular Season,2002,10,W,v gosteh,Olympiacos,77 - 79
CSK,Regular Season,2002,11,W,doma,Asvel Basket,85 - 65
CSK,Regular Season,2002,12,W,v gosteh,Real Madrid,80 - 93
CSK,Regular Season,2002,13,W,doma,Virtus Bologna,80 - 65
CSK,Regular Season,2002,14,W,v gosteh,Idea Slask,73 - 84
CSK,Top 16,2002,1,W,v gosteh,Unicaja,76 - 95
CSK,Top 16,2002,2,W,doma,Cibona VIP,79 - 69
CSK,Top 16,2002,3,L,v gosteh,Efes Pilsen,71 - 69
CSK,Top 16,2002,4,W,doma,Unicaja,89 - 70
CSK,Top 16,2002,5,W,doma,Efes Pilsen,66 - 54
CSK,Top 16,2002,6,W,v gosteh,Cibona VIP,59 - 101
CSK,Final Four,2002,1,L,v gosteh,FC Barcelona,76 - 71
CSK,Final Four,2002,2,L,v gosteh,Montepaschi Siena,79 - 78
CSK,Regular Season,2003,1,W,doma,Montepaschi Siena,84 - 71
CSK,Regular Season,2003,2,W,v gosteh,Unicaja,62 - 65
CSK,Regular Season,2003,3,W,doma,KRKA Novo Mesto,89 - 35
CSK,Regular Season,2003,4,W,v gosteh,Panathinaikos,58 - 69
CSK,Regular Season,2003,5,L,doma,Skipper Bologna,70 - 71
CSK,Regular Season,2003,6,W,v gosteh,Maccabi Elite,84 - 87
CSK,Regular Season,2003,7,W,doma,Zalgiris,90 - 81
CSK,Regular Season,2003,8,L,v gosteh,Montepaschi Siena,79 - 73
CSK,Regular Season,2003,9,W,doma,Unicaja,91 - 84
CSK,Regular Season,2003,10,W,v gosteh,KRKA Novo Mesto,62 - 89
CSK,Regular Season,2003,11,W,doma,Panathinaikos,75 - 68
CSK,Regular Season,2003,12,W,v gosteh,Skipper Bologna,71 - 78
CSK,Regular Season,2003,13,L,doma,Maccabi Elite,80 - 83
CSK,Regular Season,2003,14,W,v gosteh,Zalgiris,75 - 78
CSK,Top 16,2003,1,W,doma,Olympiacos,80 - 66
CSK,Top 16,2003,2,W,doma,Cibona VIP,68 - 61
CSK,Top 16,2003,3,W,v gosteh,Tau Ceramica,77 - 80
CSK,Top 16,2003,4,W,v gosteh,Olympiacos,69 - 93
CSK,Top 16,2003,5,W,doma,Tau Ceramica,84 - 82
CSK,Top 16,2003,6,L,v gosteh,Cibona VIP,81 - 72
CSK,Final Four,2003,1,L,v gosteh,Maccabi Elite,93 - 85
CSK,Final Four,2003,2,W,v gosteh,Montepaschi Siena,94 - 97
CSK,Regular Season,2004,1,W,doma,Benetton Basket,80 - 79
CSK,Regular Season,2004,2,W,v gosteh,Panathinaikos,73 - 85
CSK,Regular Season,2004,3,W,doma,Tau Ceramica,88 - 83
CSK,Regular Season,2004,4,W,v gosteh,Ulker,82 - 87
CSK,Regular Season,2004,5,W,doma,Pau-Orthez,80 - 60
CSK,Regular Season,2004,6,W,v gosteh,Unicaja,62 - 73
CSK,Regular Season,2004,7,W,doma,Opel Skyliners,86 - 82
CSK,Regular Season,2004,8,W,v gosteh,Benetton Basket,72 - 80
CSK,Regular Season,2004,9,W,doma,Panathinaikos,75 - 72
CSK,Regular Season,2004,10,W,v gosteh,Tau Ceramica,81 - 85
CSK,Regular Season,2004,11,W,doma,Ulker,90 - 77
CSK,Regular Season,2004,12,W,v gosteh,Pau-Orthez,93 - 103
CSK,Regular Season,2004,13,W,doma,Unicaja,76 - 70
CSK,Regular Season,2004,14,W,v gosteh,Opel Skyliners,88 - 103
CSK,Top 16,2004,1,W,v gosteh,FC Barcelona,70 - 91
CSK,Top 16,2004,2,W,doma,Scavolini Pesaro,88 - 68
CSK,Top 16,2004,3,W,v gosteh,Real Madrid,94 - 95
CSK,Top 16,2004,4,L,doma,FC Barcelona,68 - 79
CSK,Top 16,2004,5,W,doma,Real Madrid,89 - 73
CSK,Top 16,2004,6,W,v gosteh,Scavolini Pesaro,66 - 84
CSK,Playoffs,2004,1,W,doma,Ulker,88 - 74
CSK,Playoffs,2004,2,W,v gosteh,Ulker,64 - 82
CSK,Final Four,2004,1,L,doma,Tau Ceramica,78 - 85
CSK,Final Four,2004,2,L,doma,Panathinaikos,91 - 94
CSK,Regular Season,2005,1,L,doma,Montepaschi Siena,69 - 74
CSK,Regular Season,2005,2,L,v gosteh,Panathinaikos,92 - 82
CSK,Regular Season,2005,3,W,doma,Unicaja,87 - 63
